订单编号,总金额,买家实际支付金额,收货地址,订单创建时间,订单付款时间,退款金额,下单日期,下单小时,下单星期,是否周末,下单月份,付款延迟(小时),是否付款,是否退款,实际收入,退款比例,金额段,下单时段
23514,119.0,119.0,陕西省,2025-02-28 20:08:00,2025-02-28 20:08:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23515,82.9,82.9,北京市,2025-02-28 20:07:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,82.9,0.0,50-100,晚上(18-24)
23516,119.0,119.0,上海市,2025-02-28 20:07:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23517,77.0,77.0,江苏省,2025-02-28 20:07:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,77.0,0.0,50-100,晚上(18-24)
23518,53.0,53.0,天津市,2025-02-28 20:07:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,53.0,0.0,50-100,晚上(18-24)
23519,119.0,119.0,北京市,2025-02-28 20:07:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23520,141.0,141.0,上海市,2025-02-28 20:06:00,2025-02-28 20:07:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,1,0,141.0,0.0,100-200,晚上(18-24)
23521,45.0,0.0,河北省,2025-02-28 20:05:00,2025-02-28 20:05:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23522,221.0,221.0,江苏省,2025-02-28 20:05:00,2025-02-28 20:05:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,221.0,0.0,200-500,晚上(18-24)
23523,45.0,45.0,河南省,2025-02-28 20:05:00,2025-02-28 20:05:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23524,119.0,0.0,黑龙江省,2025-02-28 20:05:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,晚上(18-24)
23525,21.0,21.0,浙江省,2025-02-28 20:05:00,2025-02-28 20:05:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23526,21.0,21.0,安徽省,2025-02-28 20:04:00,2025-02-28 20:04:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23527,77.0,0.0,山东省,2025-02-28 20:03:00,2025-02-28 20:04:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,50-100,晚上(18-24)
23528,37.0,37.0,河南省,2025-02-28 20:03:00,2025-02-28 20:03:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23529,69.0,0.0,江苏省,2025-02-28 20:03:00,2025-02-28 20:03:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
23530,69.0,0.0,浙江省,2025-02-28 20:03:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23531,37.0,37.0,广东省,2025-02-28 20:03:00,2025-02-28 20:03:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23532,43.0,0.0,吉林省,2025-02-28 20:03:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23533,37.0,0.0,天津市,2025-02-28 20:02:00,2025-02-28 20:02:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23534,125.9,0.0,广东省,2025-02-28 20:01:00,2025-02-28 20:02:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,晚上(18-24)
23535,168.0,0.0,江苏省,2025-02-28 20:01:00,2025-02-28 20:02:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,100-200,晚上(18-24)
23536,151.0,151.0,吉林省,2025-02-28 20:00:00,2025-02-28 20:01:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,1,0,151.0,0.0,100-200,晚上(18-24)
23537,45.0,45.0,四川省,2025-02-28 20:00:00,2025-02-28 20:00:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23538,45.0,45.0,山西省,2025-02-28 20:00:00,2025-02-28 20:01:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.016666666666666666,1,0,45.0,0.0,0-50,晚上(18-24)
23539,69.0,0.0,天津市,2025-02-28 20:00:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23540,37.0,37.0,山西省,2025-02-28 20:00:00,2025-02-28 20:00:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23541,21.0,0.0,甘肃省,2025-02-28 20:00:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23542,37.0,0.0,天津市,2025-02-28 20:00:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23543,37.0,37.0,四川省,2025-02-28 20:00:00,2025-02-28 20:00:00,0.0,2025-02-28,20.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23544,21.0,0.0,河北省,2025-02-28 20:00:00,,0.0,2025-02-28,20.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23545,37.0,0.0,四川省,2025-02-28 19:59:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23546,53.0,53.0,天津市,2025-02-28 19:59:00,2025-02-28 19:59:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,53.0,0.0,50-100,晚上(18-24)
23547,119.0,0.0,天津市,2025-02-28 19:58:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,晚上(18-24)
23548,178.8,178.8,北京市,2025-02-28 19:58:00,2025-02-28 19:58:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,178.8,0.0,100-200,晚上(18-24)
23549,112.0,0.0,重庆市,2025-02-28 19:57:00,2025-02-28 19:57:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
23550,144.0,144.0,四川省,2025-02-28 19:57:00,2025-02-28 19:57:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,144.0,0.0,100-200,晚上(18-24)
23551,85.0,85.0,广东省,2025-02-28 19:57:00,2025-02-28 19:57:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,85.0,0.0,50-100,晚上(18-24)
23552,119.0,119.0,上海市,2025-02-28 19:57:00,2025-02-28 19:57:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23553,37.0,0.0,山西省,2025-02-28 19:57:00,2025-02-28 19:57:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23554,45.0,45.0,山东省,2025-02-28 19:55:00,2025-02-28 19:55:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23555,53.0,0.0,山西省,2025-02-28 19:55:00,2025-02-28 19:55:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
23556,69.0,69.0,上海市,2025-02-28 19:53:00,2025-02-28 19:54:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,69.0,0.0,50-100,晚上(18-24)
23557,37.0,37.0,山东省,2025-02-28 19:53:00,2025-02-28 19:53:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23558,101.0,101.0,河北省,2025-02-28 19:53:00,2025-02-28 19:56:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.05,1,0,101.0,0.0,100-200,晚上(18-24)
23559,128.0,128.0,四川省,2025-02-28 19:52:00,2025-02-28 19:52:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,128.0,0.0,100-200,晚上(18-24)
23560,45.0,45.0,辽宁省,2025-02-28 19:52:00,2025-02-28 19:52:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23561,21.0,21.0,广东省,2025-02-28 19:52:00,2025-02-28 19:52:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23562,34.9,34.9,北京市,2025-02-28 19:51:00,2025-02-28 19:52:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,34.9,0.0,0-50,晚上(18-24)
23563,116.0,116.0,湖南省,2025-02-28 19:51:00,2025-02-28 19:51:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,116.0,0.0,100-200,晚上(18-24)
23564,120.0,120.0,上海市,2025-02-28 19:51:00,2025-02-28 19:51:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,120.0,0.0,100-200,晚上(18-24)
23565,37.0,37.0,浙江省,2025-02-28 19:51:00,2025-02-28 19:51:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23566,152.0,152.0,北京市,2025-02-28 19:51:00,2025-02-28 19:51:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,152.0,0.0,100-200,晚上(18-24)
23567,45.0,45.0,江西省,2025-02-28 19:50:00,2025-02-28 19:50:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23568,45.0,45.0,上海市,2025-02-28 19:50:00,2025-02-28 19:50:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23569,81.0,81.0,江苏省,2025-02-28 19:50:00,2025-02-28 19:50:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,81.0,0.0,50-100,晚上(18-24)
23570,37.0,0.0,天津市,2025-02-28 19:50:00,2025-02-28 19:50:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23571,37.0,0.0,云南省,2025-02-28 19:49:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23572,104.0,0.0,北京市,2025-02-28 19:49:00,2025-02-28 19:49:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
23573,69.0,69.0,重庆市,2025-02-28 19:49:00,2025-02-28 19:49:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,69.0,0.0,50-100,晚上(18-24)
23574,69.0,69.0,黑龙江省,2025-02-28 19:49:00,2025-02-28 19:49:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,69.0,0.0,50-100,晚上(18-24)
23575,151.0,151.0,浙江省,2025-02-28 19:49:00,2025-02-28 19:51:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.03333333333333333,1,0,151.0,0.0,100-200,晚上(18-24)
23576,37.0,37.0,北京市,2025-02-28 19:49:00,2025-02-28 19:49:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23577,119.0,119.0,河南省,2025-02-28 19:48:00,2025-02-28 19:49:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,119.0,0.0,100-200,晚上(18-24)
23578,119.0,0.0,重庆市,2025-02-28 19:48:00,2025-02-28 19:48:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
23579,37.0,0.0,云南省,2025-02-28 19:48:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23580,37.0,0.0,上海市,2025-02-28 19:48:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23581,37.0,0.0,云南省,2025-02-28 19:47:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23582,37.0,0.0,北京市,2025-02-28 19:47:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23583,69.0,0.0,重庆市,2025-02-28 19:47:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23584,128.0,128.0,上海市,2025-02-28 19:46:00,2025-02-28 19:46:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,128.0,0.0,100-200,晚上(18-24)
23585,37.0,37.0,四川省,2025-02-28 19:46:00,2025-02-28 19:46:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23586,81.0,81.0,贵州省,2025-02-28 19:45:00,2025-02-28 19:46:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,81.0,0.0,50-100,晚上(18-24)
23587,37.0,0.0,广东省,2025-02-28 19:45:00,2025-02-28 19:45:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23588,72.9,72.9,山西省,2025-02-28 19:45:00,2025-02-28 19:45:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,72.9,0.0,50-100,晚上(18-24)
23589,37.0,37.0,四川省,2025-02-28 19:45:00,2025-02-28 19:45:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23590,37.0,37.0,浙江省,2025-02-28 19:44:00,2025-02-28 19:45:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,晚上(18-24)
23591,37.0,37.0,山东省,2025-02-28 19:43:00,2025-02-28 19:43:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23592,101.0,101.0,湖南省,2025-02-28 19:43:00,2025-02-28 19:43:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,101.0,0.0,100-200,晚上(18-24)
23593,37.0,0.0,云南省,2025-02-28 19:43:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23594,137.8,137.8,上海市,2025-02-28 19:43:00,2025-02-28 19:43:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,137.8,0.0,100-200,晚上(18-24)
23595,37.0,0.0,浙江省,2025-02-28 19:42:00,2025-02-28 19:43:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,晚上(18-24)
23596,160.0,160.0,山东省,2025-02-28 19:42:00,2025-02-28 19:42:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,160.0,0.0,100-200,晚上(18-24)
23597,37.0,0.0,浙江省,2025-02-28 19:42:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23598,370.8,370.8,四川省,2025-02-28 19:41:00,2025-02-28 19:41:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,370.8,0.0,200-500,晚上(18-24)
23599,199.0,199.0,浙江省,2025-02-28 19:41:00,2025-02-28 19:41:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,199.0,0.0,100-200,晚上(18-24)
23600,112.0,112.0,山东省,2025-02-28 19:41:00,2025-02-28 19:41:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,112.0,0.0,100-200,晚上(18-24)
23601,128.0,128.0,四川省,2025-02-28 19:40:00,2025-02-28 19:40:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,128.0,0.0,100-200,晚上(18-24)
23602,53.0,53.0,广东省,2025-02-28 19:39:00,2025-02-28 19:40:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,53.0,0.0,50-100,晚上(18-24)
23603,558.0,558.0,陕西省,2025-02-28 19:39:00,2025-02-28 19:39:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,558.0,0.0,500-1000,晚上(18-24)
23604,119.0,119.0,四川省,2025-02-28 19:38:00,2025-02-28 19:38:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23605,34.9,34.9,重庆市,2025-02-28 19:38:00,2025-02-28 19:38:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,34.9,0.0,0-50,晚上(18-24)
23606,21.0,21.0,浙江省,2025-02-28 19:37:00,2025-02-28 19:37:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23607,37.0,37.0,上海市,2025-02-28 19:37:00,2025-02-28 19:37:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23608,37.0,0.0,重庆市,2025-02-28 19:36:00,2025-02-28 19:37:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,晚上(18-24)
23609,37.0,37.0,广东省,2025-02-28 19:36:00,2025-02-28 19:37:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,37.0,0.0,0-50,晚上(18-24)
23610,83.0,0.0,山东省,2025-02-28 19:36:00,2025-02-28 19:36:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,50-100,晚上(18-24)
23611,83.0,0.0,山东省,2025-02-28 19:35:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23612,104.0,104.0,山东省,2025-02-28 19:35:00,2025-02-28 19:35:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,104.0,0.0,100-200,晚上(18-24)
23613,192.0,192.0,天津市,2025-02-28 19:35:00,2025-02-28 19:36:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,192.0,0.0,100-200,晚上(18-24)
23614,110.0,0.0,重庆市,2025-02-28 19:34:00,2025-02-28 19:34:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
23615,128.0,128.0,湖南省,2025-02-28 19:33:00,2025-02-28 19:34:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,128.0,0.0,100-200,晚上(18-24)
23616,21.0,21.0,广东省,2025-02-28 19:33:00,2025-02-28 19:33:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23617,435.0,0.0,新疆维吾尔自治区,2025-02-28 19:32:00,2025-02-28 19:32:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,200-500,晚上(18-24)
23618,69.0,69.0,贵州省,2025-02-28 19:32:00,2025-02-28 19:32:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,69.0,0.0,50-100,晚上(18-24)
23619,69.0,69.0,广东省,2025-02-28 19:31:00,2025-02-28 19:33:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.03333333333333333,1,0,69.0,0.0,50-100,晚上(18-24)
23620,37.0,37.0,湖南省,2025-02-28 19:31:00,2025-02-28 19:31:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23621,43.0,0.0,云南省,2025-02-28 19:30:00,2025-02-28 19:30:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23622,69.0,69.0,四川省,2025-02-28 19:30:00,2025-02-28 19:30:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,69.0,0.0,50-100,晚上(18-24)
23623,75.0,75.0,浙江省,2025-02-28 19:29:00,2025-02-28 19:29:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,75.0,0.0,50-100,晚上(18-24)
23624,69.0,0.0,广东省,2025-02-28 19:29:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23625,108.0,0.0,山东省,2025-02-28 19:29:00,2025-02-28 19:29:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,100-200,晚上(18-24)
23626,37.0,37.0,江苏省,2025-02-28 19:28:00,2025-02-28 19:28:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23627,119.0,119.0,甘肃省,2025-02-28 19:27:00,2025-02-28 19:27:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23628,93.0,93.0,辽宁省,2025-02-28 19:27:00,2025-02-28 19:27:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,93.0,0.0,50-100,晚上(18-24)
23629,64.0,0.0,四川省,2025-02-28 19:26:00,2025-02-28 19:32:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.1,0,0,0.0,0.0,50-100,晚上(18-24)
23630,69.0,69.0,上海市,2025-02-28 19:26:00,2025-02-28 19:26:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,69.0,0.0,50-100,晚上(18-24)
23631,21.0,21.0,辽宁省,2025-02-28 19:26:00,2025-02-28 19:26:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,21.0,0.0,0-50,晚上(18-24)
23632,104.0,104.0,江苏省,2025-02-28 19:26:00,2025-02-28 19:26:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,104.0,0.0,100-200,晚上(18-24)
23633,45.0,0.0,江苏省,2025-02-28 19:25:00,2025-02-28 19:25:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23634,112.0,112.0,陕西省,2025-02-28 19:24:00,2025-02-28 19:24:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,112.0,0.0,100-200,晚上(18-24)
23635,144.0,144.0,上海市,2025-02-28 19:24:00,2025-02-28 19:24:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,144.0,0.0,100-200,晚上(18-24)
23636,53.0,53.0,上海市,2025-02-28 19:24:00,2025-02-28 19:24:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,53.0,0.0,50-100,晚上(18-24)
23637,69.0,69.0,广东省,2025-02-28 19:24:00,2025-02-28 19:35:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.18333333333333332,1,0,69.0,0.0,50-100,晚上(18-24)
23638,224.0,0.0,浙江省,2025-02-28 19:23:00,2025-02-28 19:58:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.5833333333333334,0,0,0.0,0.0,200-500,晚上(18-24)
23639,45.0,0.0,浙江省,2025-02-28 19:22:00,2025-02-28 19:23:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,0,0,0.0,0.0,0-50,晚上(18-24)
23640,45.0,45.0,四川省,2025-02-28 19:22:00,2025-02-28 19:22:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23641,118.0,118.0,上海市,2025-02-28 19:22:00,2025-02-28 19:22:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,118.0,0.0,100-200,晚上(18-24)
23642,21.0,0.0,陕西省,2025-02-28 19:21:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,0-50,晚上(18-24)
23643,160.0,160.0,山西省,2025-02-28 19:21:00,2025-02-28 19:21:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,160.0,0.0,100-200,晚上(18-24)
23644,37.0,37.0,上海市,2025-02-28 19:20:00,2025-02-28 19:20:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23645,37.0,0.0,山东省,2025-02-28 19:20:00,2025-02-28 19:20:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,0,0,0.0,0.0,0-50,晚上(18-24)
23646,119.0,119.0,陕西省,2025-02-28 19:19:00,2025-02-28 19:20:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,119.0,0.0,100-200,晚上(18-24)
23647,37.0,37.0,辽宁省,2025-02-28 19:19:00,2025-02-28 19:19:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23648,85.0,85.0,天津市,2025-02-28 19:18:00,2025-02-28 19:19:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,85.0,0.0,50-100,晚上(18-24)
23649,53.0,53.0,黑龙江省,2025-02-28 19:18:00,2025-02-28 19:18:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,53.0,0.0,50-100,晚上(18-24)
23650,224.0,224.0,云南省,2025-02-28 19:17:00,2025-02-28 19:17:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,224.0,0.0,200-500,晚上(18-24)
23651,37.0,37.0,江苏省,2025-02-28 19:17:00,2025-02-28 19:17:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
23652,119.0,119.0,江苏省,2025-02-28 19:17:00,2025-02-28 19:17:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,119.0,0.0,100-200,晚上(18-24)
23653,108.0,0.0,山东省,2025-02-28 19:16:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,100-200,晚上(18-24)
23654,61.0,0.0,天津市,2025-02-28 19:16:00,,0.0,2025-02-28,19.0,4.0,0,2.0,-1.0,0,0,0.0,0.0,50-100,晚上(18-24)
23655,183.0,183.0,浙江省,2025-02-28 19:16:00,2025-02-28 19:16:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,183.0,0.0,100-200,晚上(18-24)
23656,45.0,45.0,天津市,2025-02-28 19:16:00,2025-02-28 19:16:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,45.0,0.0,0-50,晚上(18-24)
23657,335.0,335.0,江苏省,2025-02-28 19:15:00,2025-02-28 19:15:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,335.0,0.0,200-500,晚上(18-24)
23658,317.9,317.9,山东省,2025-02-28 19:15:00,2025-02-28 19:16:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.016666666666666666,1,0,317.9,0.0,200-500,晚上(18-24)
23659,37.0,37.0,云南省,2025-02-28 19:14:00,2025-02-28 19:14:00,0.0,2025-02-28,19.0,4.0,0,2.0,0.0,1,0,37.0,0.0,0-50,晚上(18-24)
