订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额,商品名称,商品小类,商品大类,销售单价,订单年份,订单月份,订单季度,订单星期,是否周末,单价差异,折扣率,区域编码,订单总金额
D29131,2025-06-30,S16124,西 区,陕西省,宝鸡市,X078,306,116.0,35496.0,商品78,口红,彩妆,116.0,2025,6,2,0,0,0.0,1.0,0.0,903645.0
D32212,2025-05-31,S18506,南区,湖南省,株洲市,X089,173,104.0,17992.0,商品89,粉底,彩妆,104.0,2025,5,2,5,1,0.0,1.0,2.0,17992.0
D24383,2025-01-31,S22123,西 区,四川省,广元市,X038,310,102.0,31620.0,商品38,面霜,护肤品,102.0,2025,1,1,4,0,0.0,1.0,0.0,432626.0
D27848,2025-06-17,S19793,东区,江苏省,徐州市,X003,173,168.0,29064.0,商品3,面膜,护肤品,168.0,2025,6,2,1,0,0.0,1.0,3.0,158880.0
D30415,2025-08-23,S11996,西 区,宁夏回族自治区,银川市,X039,137,108.0,14796.0,商品39,面霜,护肤品,108.0,2025,8,3,5,1,0.0,1.0,0.0,459560.0
D21396,2025-02-10,S11074,东区,江苏省,南京市,X057,1767,245.0,432915.0,商品57,爽肤水,护肤品,245.0,2025,2,1,0,0,0.0,1.0,3.0,840338.0
D23997,2025-02-14,S19956,东区,浙江省,绍兴市,X064,1440,150.0,216000.0,商品64,隔离霜,护肤品,150.0,2025,2,1,4,0,0.0,1.0,3.0,1049814.0
D29279,2025-09-08,S18419,东区,江苏省,宿迁市,X038,852,102.0,86904.0,商品38,面霜,护肤品,102.0,2025,9,3,0,0,0.0,1.0,3.0,942574.0
D29124,2025-07-02,S12455,南区,广西壮族自治区,百色市,X040,1251,142.0,177642.0,商品40,面霜,护肤品,142.0,2025,7,3,2,0,0.0,1.0,2.0,748122.0
D32517,2025-08-04,S11834,东区,浙江省,杭州市,X024,50,235.0,11750.0,商品24,眼霜,护肤品,235.0,2025,8,3,0,0,0.0,1.0,3.0,271682.0
D30941,2025-07-26,S17439,南区,江西省,南昌市,X021,1624,59.0,95816.0,商品21,眼霜,护肤品,59.0,2025,7,3,5,1,0.0,1.0,2.0,96964.0
D25092,2025-09-12,S13524,北区,北京市,北京市,X057,1746,245.0,427770.0,商品57,爽肤水,护肤品,245.0,2025,9,3,4,0,0.0,1.0,1.0,833530.0
D22894,2025-04-29,S15332,东区,江苏省,苏州市,X024,1183,235.0,278005.0,商品24,眼霜,护肤品,235.0,2025,4,2,1,0,0.0,1.0,3.0,751003.0
D26168,2025-01-07,S16573,西 区,陕西省,宝鸡市,X009,326,92.0,29992.0,商品9,面膜,护肤品,92.0,2025,1,1,1,0,0.0,1.0,0.0,422385.0
D27137,2025-08-29,S12467,北区,黑龙江省,哈尔滨市,X059,9,56.0,504.0,商品59,隔离霜,护肤品,56.0,2025,8,3,4,0,0.0,1.0,1.0,45809.0
D33779,2025-02-09,S10286,南区,福建省,莆田市,X051,777,203.0,157731.0,商品51,爽肤水,护肤品,203.0,2025,2,1,6,1,0.0,1.0,2.0,453852.0
D26412,2025-09-16,S12814,南区,广东省,梅州市,X011,189,226.0,42714.0,商品11,面膜,护肤品,226.0,2025,9,3,1,0,0.0,1.0,2.0,660248.0
D31417,2025-04-06,S17785,西 区,云南省,曲靖市,X089,324,104.0,33696.0,商品89,粉底,彩妆,104.0,2025,4,2,6,1,0.0,1.0,0.0,174354.0
D23384,2025-06-18,S11622,东区,安徽省,淮北市,X059,1715,56.0,96040.0,商品59,隔离霜,护肤品,56.0,2025,6,2,2,0,0.0,1.0,3.0,323542.0
D32092,2025-08-31,S17553,东区,上海市,上海市,X068,1087,225.0,244575.0,商品68,防晒霜,护肤品,225.0,2025,8,3,6,1,0.0,1.0,3.0,244575.0
D22062,2025-01-18,S14506,北区,河北省,秦皇岛市,X008,939,119.0,111741.0,商品8,面膜,护肤品,119.0,2025,1,1,5,1,0.0,1.0,1.0,546487.0
D30696,2025-04-02,S15702,东区,上海市,上海市,X040,537,142.0,76254.0,商品40,面霜,护肤品,142.0,2025,4,2,2,0,0.0,1.0,3.0,414327.0
D32366,2025-06-03,S22578,东区,江苏省,苏州市,X051,917,203.0,186151.0,商品51,爽肤水,护肤品,203.0,2025,6,2,1,0,0.0,1.0,3.0,692130.0
D24208,2025-06-18,S23313,西 区,四川省,南充市,X017,1623,213.0,345699.0,商品17,眼霜,护肤品,213.0,2025,6,2,2,0,0.0,1.0,0.0,1439608.0
D28245,2025-06-12,S19117,南区,江西省,南昌市,X009,861,92.0,79212.0,商品9,面膜,护肤品,92.0,2025,6,2,3,0,0.0,1.0,2.0,356599.0
D24258,2025-05-06,S18810,北区,黑龙江省,齐齐哈尔市,X010,671,58.0,38918.0,商品10,面膜,护肤品,58.0,2025,5,2,1,0,0.0,1.0,1.0,565477.0
D21914,2025-05-16,S20101,北区,山东省,淄博市,X071,1259,253.0,318527.0,商品71,防晒霜,护肤品,253.0,2025,5,2,4,0,0.0,1.0,1.0,1246721.0
D29269,2025-04-22,S20342,北区,山东省,菏泽市,X078,137,116.0,15892.0,商品78,口红,彩妆,116.0,2025,4,2,1,0,0.0,1.0,1.0,191816.0
D23248,2025-07-11,S22391,东区,浙江省,台州市,X089,732,104.0,76128.0,商品89,粉底,彩妆,104.0,2025,7,3,4,0,0.0,1.0,3.0,624734.0
D29126,2025-07-14,S14308,东区,安徽省,池州市,X011,643,226.0,145318.0,商品11,面膜,护肤品,226.0,2025,7,3,0,0,0.0,1.0,3.0,383355.0
D21751,2025-08-03,S19718,西 区,陕西省,咸阳市,X017,1267,213.0,269871.0,商品17,眼霜,护肤品,213.0,2025,8,3,6,1,0.0,1.0,0.0,797843.0
D25184,2025-09-29,S18132,西 区,云南省,西双版纳傣族自治州,X069,1284,251.0,322284.0,商品69,防晒霜,护肤品,251.0,2025,9,3,0,0,0.0,1.0,0.0,888710.0
D21847,2025-01-02,S11021,西 区,贵州省,贵阳市,X065,139,140.0,19460.0,商品65,隔离霜,护肤品,140.0,2025,1,1,3,0,0.0,1.0,0.0,799147.0
D21289,2025-09-21,S17553,东区,上海市,上海市,X080,1479,72.0,106488.0,商品80,口红,彩妆,72.0,2025,9,3,6,1,0.0,1.0,3.0,359827.0
D31934,2025-09-09,S17686,北区,河南省,安阳市,X038,1618,102.0,165036.0,商品38,面霜,护肤品,102.0,2025,9,3,1,0,0.0,1.0,1.0,622306.0
D32847,2025-05-30,S11971,东区,江苏省,常州市,X024,629,235.0,147815.0,商品24,眼霜,护肤品,235.0,2025,5,2,4,0,0.0,1.0,3.0,382245.0
D24470,2025-06-03,S12270,东区,江苏省,淮安市,X005,21,185.0,3885.0,商品5,面膜,护肤品,185.0,2025,6,2,1,0,0.0,1.0,3.0,36951.0
D28049,2025-04-09,S17819,北区,河南省,商丘市,X091,637,214.0,136318.0,商品91,粉底,彩妆,214.0,2025,4,2,2,0,0.0,1.0,1.0,947694.0
D27812,2025-08-29,S11368,东区,浙江省,杭州市,X041,908,212.0,192496.0,商品41,洁面乳,护肤品,212.0,2025,8,3,4,0,0.0,1.0,3.0,1093748.0
D29725,2025-05-24,S17191,西 区,重庆市,重庆市,X047,803,192.0,154176.0,商品47,爽肤水,护肤品,192.0,2025,5,2,5,1,0.0,1.0,0.0,353466.0
D25561,2025-01-13,S17021,东区,上海市,上海市,X075,532,126.0,67032.0,商品75,防晒霜,护肤品,126.0,2025,1,1,0,0,0.0,1.0,3.0,593549.0
D22495,2025-08-23,S23207,南区,海南省,海口市,X069,901,251.0,226151.0,商品69,防晒霜,护肤品,251.0,2025,8,3,5,1,0.0,1.0,2.0,1012841.0
D24997,2025-06-24,S14689,东区,江苏省,无锡市,X022,270,158.0,42660.0,商品22,眼霜,护肤品,158.0,2025,6,2,1,0,0.0,1.0,3.0,301625.0
D25582,2025-05-25,S15639,北区,山东省,枣庄市,X075,2563,126.0,322938.0,商品75,防晒霜,护肤品,126.0,2025,5,2,6,1,0.0,1.0,1.0,745265.0
D27516,2025-06-28,S18197,东区,江苏省,徐州市,X063,68,162.0,11016.0,商品63,隔离霜,护肤品,162.0,2025,6,2,5,1,0.0,1.0,3.0,528856.0
D25349,2025-02-03,S22269,西 区,四川省,泸州市,X011,1569,226.0,354594.0,商品11,面膜,护肤品,226.0,2025,2,1,0,0,0.0,1.0,0.0,813169.0
D25675,2025-09-06,S21747,南区,广东省,深圳市,X020,922,100.0,92200.0,商品20,眼霜,护肤品,100.0,2025,9,3,5,1,0.0,1.0,2.0,1049616.0
D27770,2025-07-11,S15071,西 区,四川省,眉山市,X014,950,86.0,81700.0,商品14,面膜,护肤品,86.0,2025,7,3,4,0,0.0,1.0,0.0,274144.0
D23605,2025-02-20,S16330,南区,广西壮族自治区,梧州市,X078,1662,116.0,192792.0,商品78,口红,彩妆,116.0,2025,2,1,3,0,0.0,1.0,2.0,405642.0
D30345,2025-07-31,S17140,西 区,四川省,内江市,X049,685,226.0,154810.0,商品49,爽肤水,护肤品,226.0,2025,7,3,3,0,0.0,1.0,0.0,826797.0
D27528,2025-04-20,S20933,东区,江苏省,宿迁市,X045,630,205.0,129150.0,商品45,洁面乳,护肤品,205.0,2025,4,2,6,1,0.0,1.0,3.0,501610.0
D21217,2025-05-04,S12347,西 区,陕西省,宝鸡市,X031,1332,86.0,114552.0,商品31,面霜,护肤品,86.0,2025,5,2,6,1,0.0,1.0,0.0,691802.0
D21770,2025-09-01,S19580,南区,福建省,厦门市,X016,611,99.0,60489.0,商品16,面膜,护肤品,99.0,2025,9,3,0,0,0.0,1.0,2.0,198557.0
D33253,2025-06-08,S10136,南区,广东省,东莞市,X092,765,67.0,51255.0,商品92,粉底,彩妆,67.0,2025,6,2,6,1,0.0,1.0,2.0,409165.0
D30710,2025-05-29,S21747,南区,广东省,深圳市,X049,2271,226.0,513246.0,商品49,爽肤水,护肤品,226.0,2025,5,2,3,0,0.0,1.0,2.0,756194.0
D25791,2025-01-05,S17656,东区,安徽省,阜阳市,X050,1127,143.0,161161.0,商品50,爽肤水,护肤品,143.0,2025,1,1,6,1,0.0,1.0,3.0,543963.0
D33761,2025-06-17,S21656,南区,广东省,中山市,X014,732,86.0,62952.0,商品14,面膜,护肤品,86.0,2025,6,2,1,0,0.0,1.0,2.0,62952.0
D21717,2025-05-09,S14495,西 区,宁夏回族自治区,石嘴山市,X034,1036,182.0,188552.0,商品34,面霜,护肤品,182.0,2025,5,2,4,0,0.0,1.0,0.0,986330.0
D25207,2025-08-11,S18395,西 区,陕西省,西安市,X110,1579,204.0,322116.0,商品110,睫毛膏,彩妆,204.0,2025,8,3,0,0,0.0,1.0,0.0,1287851.0
D27613,2025-08-05,S18674,南区,广东省,深圳市,X022,1805,158.0,285190.0,商品22,眼霜,护肤品,158.0,2025,8,3,1,0,0.0,1.0,2.0,715592.0
D32672,2025-08-22,S11690,南区,广东省,深圳市,X055,1237,222.0,274614.0,商品55,爽肤水,护肤品,222.0,2025,8,3,4,0,0.0,1.0,2.0,645929.0
D22818,2025-08-23,S15417,东区,浙江省,嘉兴市,X075,1105,126.0,139230.0,商品75,防晒霜,护肤品,126.0,2025,8,3,5,1,0.0,1.0,3.0,1133643.0
D25964,2025-06-06,S19682,东区,江苏省,盐城市,X022,940,158.0,148520.0,商品22,眼霜,护肤品,158.0,2025,6,2,4,0,0.0,1.0,3.0,922113.0
D22845,2025-08-20,S17656,东区,安徽省,阜阳市,X059,640,56.0,35840.0,商品59,隔离霜,护肤品,56.0,2025,8,3,2,0,0.0,1.0,3.0,787418.0
D26304,2025-02-11,S21805,南区,福建省,福州市,X021,1521,59.0,89739.0,商品21,眼霜,护肤品,59.0,2025,2,1,1,0,0.0,1.0,2.0,1117025.0
D23652,2025-04-25,S17686,北区,河南省,安阳市,X021,444,59.0,26196.0,商品21,眼霜,护肤品,59.0,2025,4,2,4,0,0.0,1.0,1.0,538353.0
D32273,2025-06-16,S20281,西 区,云南省,临沧市,X056,1592,233.0,370936.0,商品56,爽肤水,护肤品,233.0,2025,6,2,0,0,0.0,1.0,0.0,873669.0
D22035,2025-06-04,S17021,东区,上海市,上海市,X061,283,203.0,57449.0,商品61,隔离霜,护肤品,203.0,2025,6,2,2,0,0.0,1.0,3.0,698848.0
D27605,2025-06-17,S15527,北区,河南省,洛阳市,X076,1534,115.0,176410.0,商品76,防晒霜,护肤品,115.0,2025,6,2,1,0,0.0,1.0,1.0,357591.0
D25667,2025-08-06,S12176,南区,广东省,广州市,X013,1805,164.0,296020.0,商品13,面膜,护肤品,164.0,2025,8,3,2,0,0.0,1.0,2.0,873037.0
D31789,2025-02-06,S13266,东区,安徽省,蚌埠市,X014,1491,86.0,128226.0,商品14,面膜,护肤品,86.0,2025,2,1,3,0,0.0,1.0,3.0,153202.0
D24890,2025-08-05,S16925,北区,北京市,北京市,X007,1498,213.0,319074.0,商品7,面膜,护肤品,213.0,2025,8,3,1,0,0.0,1.0,1.0,894173.0
D32248,2025-06-20,S12446,东区,江苏省,南通市,X080,1202,72.0,86544.0,商品80,口红,彩妆,72.0,2025,6,2,4,0,0.0,1.0,3.0,86544.0
D26471,2025-01-12,S17198,东区,湖北省,孝感市,X062,192,239.0,45888.0,商品62,隔离霜,护肤品,239.0,2025,1,1,6,1,0.0,1.0,3.0,1039769.0
D23970,2025-07-16,S16650,西 区,四川省,达州市,X015,898,151.0,135598.0,商品15,面膜,护肤品,151.0,2025,7,3,2,0,0.0,1.0,0.0,796792.0
D22011,2025-06-15,S17729,东区,上海市,上海市,X017,636,213.0,135468.0,商品17,眼霜,护肤品,213.0,2025,6,2,6,1,0.0,1.0,3.0,1051387.0
D24924,2025-08-25,S15128,东区,江苏省,南通市,X004,876,211.0,184836.0,商品4,面膜,护肤品,211.0,2025,8,3,0,0,0.0,1.0,3.0,518178.0
D28721,2025-07-18,S18197,东区,江苏省,徐州市,X030,2112,237.0,500544.0,商品30,面霜,护肤品,237.0,2025,7,3,4,0,0.0,1.0,3.0,695571.0
D22214,2025-07-13,S11080,北区,黑龙江省,鸡西市,X049,1033,226.0,233458.0,商品49,爽肤水,护肤品,226.0,2025,7,3,6,1,0.0,1.0,1.0,472846.0
D24160,2025-02-25,S14823,东区,江苏省,泰州市,X106,979,224.0,219296.0,商品106,睫毛膏,彩妆,224.0,2025,2,1,1,0,0.0,1.0,3.0,1516592.0
D23965,2025-05-16,S15865,东区,湖北省,孝感市,X024,1277,235.0,300095.0,商品24,眼霜,护肤品,235.0,2025,5,2,4,0,0.0,1.0,3.0,1083413.0
D33630,2025-02-20,S15085,南区,广东省,深圳市,X068,1217,225.0,273825.0,商品68,防晒霜,护肤品,225.0,2025,2,1,3,0,0.0,1.0,2.0,1010835.0
D26390,2025-08-26,S14313,北区,河南省,漯河市,X071,789,253.0,199617.0,商品71,防晒霜,护肤品,253.0,2025,8,3,1,0,0.0,1.0,1.0,484444.0
D30477,2025-01-02,S22973,北区,山东省,威海市,X029,1187,154.0,182798.0,商品29,面霜,护肤品,154.0,2025,1,1,3,0,0.0,1.0,1.0,844243.0
D21090,2025-07-11,S22401,西 区,贵州省,遵义市,X022,814,158.0,128612.0,商品22,眼霜,护肤品,158.0,2025,7,3,4,0,0.0,1.0,0.0,641042.0
D29183,2025-05-21,S12471,东区,安徽省,合肥市,X020,1731,100.0,173100.0,商品20,眼霜,护肤品,100.0,2025,5,2,2,0,0.0,1.0,3.0,414908.0
D27859,2025-06-04,S16286,东区,江苏省,南通市,X056,210,233.0,48930.0,商品56,爽肤水,护肤品,233.0,2025,6,2,2,0,0.0,1.0,3.0,166757.0
D24721,2025-08-18,S20000,南区,福建省,南平市,X030,989,237.0,234393.0,商品30,面霜,护肤品,237.0,2025,8,3,0,0,0.0,1.0,2.0,443043.0
D31840,2025-06-01,S17243,东区,江苏省,淮安市,X089,1725,104.0,179400.0,商品89,粉底,彩妆,104.0,2025,6,2,6,1,0.0,1.0,3.0,903753.0
D32437,2025-06-28,S22744,东区,江苏省,常州市,X031,515,86.0,44290.0,商品31,面霜,护肤品,86.0,2025,6,2,5,1,0.0,1.0,3.0,298984.0
D33011,2025-07-20,S18445,北区,河北省,沧州市,X070,1240,242.0,300080.0,商品70,防晒霜,护肤品,242.0,2025,7,3,6,1,0.0,1.0,1.0,483746.0
D22775,2025-07-18,S21805,南区,福建省,福州市,X088,476,125.0,59500.0,商品88,粉底,彩妆,125.0,2025,7,3,4,0,0.0,1.0,2.0,611235.0
D30528,2025-05-12,S20663,东区,江苏省,镇江市,X015,335,151.0,50585.0,商品15,面膜,护肤品,151.0,2025,5,2,0,0,0.0,1.0,3.0,246425.0
D26666,2025-09-29,S10223,西 区,四川省,攀枝花市,X040,619,142.0,87898.0,商品40,面霜,护肤品,142.0,2025,9,3,0,0,0.0,1.0,0.0,535407.0
D31721,2025-05-16,S18936,东区,浙江省,宁波市,X051,177,203.0,35931.0,商品51,爽肤水,护肤品,203.0,2025,5,2,4,0,0.0,1.0,3.0,135759.0
D25527,2025-05-13,S14926,北区,辽宁省,大连市,X062,868,239.0,207452.0,商品62,隔离霜,护肤品,239.0,2025,5,2,1,0,0.0,1.0,1.0,555134.0
D26427,2025-07-27,S12848,西 区,云南省,昆明市,X069,897,251.0,225147.0,商品69,防晒霜,护肤品,251.0,2025,7,3,6,1,0.0,1.0,0.0,623029.0
D21425,2025-08-28,S18132,西 区,云南省,西双版纳傣族自治州,X018,197,212.0,41764.0,商品18,眼霜,护肤品,212.0,2025,8,3,3,0,0.0,1.0,0.0,1822984.0
D22896,2025-02-01,S17406,东区,江苏省,苏州市,X085,988,233.0,230204.0,商品85,口红,彩妆,233.0,2025,2,1,5,1,0.0,1.0,3.0,595924.0
D31269,2025-07-04,S19309,南区,广东省,深圳市,X017,443,213.0,94359.0,商品17,眼霜,护肤品,213.0,2025,7,3,4,0,0.0,1.0,2.0,497136.0
D32497,2025-08-11,S12848,西 区,云南省,昆明市,X003,1399,168.0,235032.0,商品3,面膜,护肤品,168.0,2025,8,3,0,0,0.0,1.0,0.0,338024.0
D21450,2025-06-10,S18131,东区,浙江省,绍兴市,X091,1049,214.0,224486.0,商品91,粉底,彩妆,214.0,2025,6,2,1,0,0.0,1.0,3.0,1538426.0
D25290,2025-09-11,S18003,南区,福建省,泉州市,X079,996,128.0,127488.0,商品79,口红,彩妆,128.0,2025,9,3,3,0,0.0,1.0,2.0,775360.0
D28010,2025-04-21,S12494,东区,江苏省,苏州市,X080,1640,72.0,118080.0,商品80,口红,彩妆,72.0,2025,4,2,0,0,0.0,1.0,3.0,118080.0
D28054,2025-05-01,S14775,南区,广东省,深圳市,X065,1434,140.0,200760.0,商品65,隔离霜,护肤品,140.0,2025,5,2,3,0,0.0,1.0,2.0,569226.0
D21838,2025-05-08,S10141,东区,江苏省,苏州市,X021,1581,59.0,93279.0,商品21,眼霜,护肤品,59.0,2025,5,2,3,0,0.0,1.0,3.0,705466.0
D32721,2025-01-10,S12498,西 区,四川省,广元市,X040,1402,142.0,199084.0,商品40,面霜,护肤品,142.0,2025,1,1,4,0,0.0,1.0,0.0,546862.0
D28711,2025-06-01,S15715,西 区,四川省,成都市,X045,1039,205.0,212995.0,商品45,洁面乳,护肤品,205.0,2025,6,2,6,1,0.0,1.0,0.0,904220.0
D22473,2025-07-25,S14308,东区,安徽省,池州市,X029,1216,154.0,187264.0,商品29,面霜,护肤品,154.0,2025,7,3,4,0,0.0,1.0,3.0,782415.0
D29125,2025-05-16,S14389,东区,安徽省,合肥市,X062,1493,239.0,356827.0,商品62,隔离霜,护肤品,239.0,2025,5,2,4,0,0.0,1.0,3.0,611117.0
D33366,2025-05-04,S20274,西 区,云南省,丽江市,X054,1610,83.0,133630.0,商品54,爽肤水,护肤品,83.0,2025,5,2,6,1,0.0,1.0,0.0,562952.0
D21948,2025-07-24,S17946,南区,广东省,清远市,X038,1508,102.0,153816.0,商品38,面霜,护肤品,102.0,2025,7,3,3,0,0.0,1.0,2.0,822014.0
D28055,2025-08-23,S17465,西 区,贵州省,贵阳市,X088,905,125.0,113125.0,商品88,粉底,彩妆,125.0,2025,8,3,5,1,0.0,1.0,0.0,315359.0
D24604,2025-06-28,S22155,西 区,云南省,德宏傣族景颇族自治州,X005,478,185.0,88430.0,商品5,面膜,护肤品,185.0,2025,6,2,5,1,0.0,1.0,0.0,237716.0
D27981,2025-09-13,S10865,北区,内蒙古自治区,呼和浩特市,X065,1197,140.0,167580.0,商品65,隔离霜,护肤品,140.0,2025,9,3,5,1,0.0,1.0,1.0,613845.0
D25525,2025-08-09,S20747,东区,浙江省,宁波市,X023,200,235.0,47000.0,商品23,眼霜,护肤品,235.0,2025,8,3,5,1,0.0,1.0,3.0,497000.0
D24872,2025-07-30,S14812,南区,广东省,东莞市,X091,1069,214.0,228766.0,商品91,粉底,彩妆,214.0,2025,7,3,2,0,0.0,1.0,2.0,816264.0
D32054,2025-04-02,S18674,南区,广东省,深圳市,X065,575,140.0,80500.0,商品65,隔离霜,护肤品,140.0,2025,4,2,2,0,0.0,1.0,2.0,503911.0
D22792,2025-06-11,S20675,南区,湖南省,永州市,X022,599,158.0,94642.0,商品22,眼霜,护肤品,158.0,2025,6,2,2,0,0.0,1.0,2.0,1126381.0
D22912,2025-08-03,S13780,南区,广东省,江门市,X042,1169,159.0,185871.0,商品42,洁面乳,护肤品,159.0,2025,8,3,6,1,0.0,1.0,2.0,390345.0
D29643,2025-07-07,S19238,东区,浙江省,杭州市,X009,1582,92.0,145544.0,商品9,面膜,护肤品,92.0,2025,7,3,0,0,0.0,1.0,3.0,259808.0
D22537,2025-04-15,S11205,南区,湖南省,长沙市,X107,395,182.0,71890.0,商品107,睫毛膏,彩妆,182.0,2025,4,2,1,0,0.0,1.0,2.0,1451280.0
D25845,2025-04-13,S17389,北区,辽宁省,沈阳市,X066,884,113.0,99892.0,商品66,隔离霜,护肤品,113.0,2025,4,2,6,1,0.0,1.0,1.0,358302.0
D33142,2025-04-08,S20189,东区,浙江省,杭州市,X024,1400,235.0,329000.0,商品24,眼霜,护肤品,235.0,2025,4,2,1,0,0.0,1.0,3.0,751590.0
D24744,2025-01-13,S16365,南区,广东省,湛江市,X079,204,128.0,26112.0,商品79,口红,彩妆,128.0,2025,1,1,0,0,0.0,1.0,2.0,420639.0
D23583,2025-08-22,S11602,东区,浙江省,金华市,X044,879,174.0,152946.0,商品44,洁面乳,护肤品,174.0,2025,8,3,4,0,0.0,1.0,3.0,558833.0
D27378,2025-09-16,S20176,南区,江西省,萍乡市,X026,879,101.0,88779.0,商品26,面霜,护肤品,101.0,2025,9,3,1,0,0.0,1.0,2.0,187031.0
D24661,2025-07-06,S10158,东区,江苏省,徐州市,X016,1067,99.0,105633.0,商品16,面膜,护肤品,99.0,2025,7,3,6,1,0.0,1.0,3.0,735279.0
D27254,2025-09-13,S18003,南区,福建省,泉州市,X048,836,61.0,50996.0,商品48,爽肤水,护肤品,61.0,2025,9,3,5,1,0.0,1.0,2.0,422980.0
D27898,2025-04-27,S19580,南区,福建省,厦门市,X102,1553,160.0,248480.0,商品102,睫毛膏,彩妆,160.0,2025,4,2,6,1,0.0,1.0,2.0,472567.0
D27298,2025-05-23,S12266,南区,广东省,韶关市,X035,50,76.0,3800.0,商品35,面霜,护肤品,76.0,2025,5,2,4,0,0.0,1.0,2.0,404117.0
D30174,2025-08-22,S21760,北区,北京市,北京市,X049,695,226.0,157070.0,商品49,爽肤水,护肤品,226.0,2025,8,3,4,0,0.0,1.0,1.0,513221.0
D24517,2025-07-19,S22123,西 区,四川省,广元市,X007,551,213.0,117363.0,商品7,面膜,护肤品,213.0,2025,7,3,5,1,0.0,1.0,0.0,117363.0
D26563,2025-01-08,S14854,东区,浙江省,嘉兴市,X014,1589,86.0,136654.0,商品14,面膜,护肤品,86.0,2025,1,1,2,0,0.0,1.0,3.0,780587.0
D33094,2025-08-07,S14649,南区,广东省,广州市,X040,938,142.0,133196.0,商品40,面霜,护肤品,142.0,2025,8,3,3,0,0.0,1.0,2.0,258968.0
D22786,2025-04-21,S21696,西 区,四川省,成都市,X075,992,126.0,124992.0,商品75,防晒霜,护肤品,126.0,2025,4,2,0,0,0.0,1.0,0.0,1060510.0
D21811,2025-09-03,S10915,东区,安徽省,六安市,X046,1054,241.0,254014.0,商品46,洁面乳,护肤品,241.0,2025,9,3,2,0,0.0,1.0,3.0,286842.0
D33775,2025-08-24,S20162,西 区,四川省,成都市,X066,304,113.0,34352.0,商品66,隔离霜,护肤品,113.0,2025,8,3,6,1,0.0,1.0,0.0,34352.0
D30215,2025-04-01,S15958,东区,浙江省,丽水市,X022,1008,158.0,159264.0,商品22,眼霜,护肤品,158.0,2025,4,2,1,0,0.0,1.0,3.0,262235.0
D31117,2025-01-23,S21939,北区,山东省,淄博市,X062,1294,239.0,309266.0,商品62,隔离霜,护肤品,239.0,2025,1,1,3,0,0.0,1.0,1.0,510939.0
D25943,2025-09-23,S10996,东区,浙江省,宁波市,X037,799,195.0,155805.0,商品37,面霜,护肤品,195.0,2025,9,3,1,0,0.0,1.0,3.0,972120.0
D29699,2025-05-16,S20933,东区,江苏省,宿迁市,X018,439,212.0,93068.0,商品18,眼霜,护肤品,212.0,2025,5,2,4,0,0.0,1.0,3.0,286994.0
D23356,2025-02-18,S10430,北区,河北省,保定市,X031,751,86.0,64586.0,商品31,面霜,护肤品,86.0,2025,2,1,1,0,0.0,1.0,1.0,557570.0
D28389,2025-01-31,S13287,西 区,重庆市,重庆市,X051,536,203.0,108808.0,商品51,爽肤水,护肤品,203.0,2025,1,1,4,0,0.0,1.0,0.0,490564.0
D26469,2025-06-12,S11915,西 区,云南省,玉溪市,X019,1395,210.0,292950.0,商品19,眼霜,护肤品,210.0,2025,6,2,3,0,0.0,1.0,0.0,593074.0
D25894,2025-04-22,S12840,南区,江西省,赣州市,X067,727,212.0,154124.0,商品67,隔离霜,护肤品,212.0,2025,4,2,1,0,0.0,1.0,2.0,510926.0
D30491,2025-02-21,S14664,北区,山东省,临沂市,X079,970,128.0,124160.0,商品79,口红,彩妆,128.0,2025,2,1,4,0,0.0,1.0,1.0,472640.0
D25033,2025-01-26,S12763,东区,湖北省,襄阳市,X064,307,150.0,46050.0,商品64,隔离霜,护肤品,150.0,2025,1,1,6,1,0.0,1.0,3.0,217349.0
D31714,2025-04-14,S12236,北区,山东省,枣庄市,X031,1307,86.0,112402.0,商品31,面霜,护肤品,86.0,2025,4,2,0,0,0.0,1.0,1.0,366974.0
D23266,2025-05-26,S18445,北区,河北省,沧州市,X036,748,99.0,74052.0,商品36,面霜,护肤品,99.0,2025,5,2,0,0,0.0,1.0,1.0,333582.0
D24309,2025-06-07,S17046,西 区,四川省,遂宁市,X034,1041,182.0,189462.0,商品34,面霜,护肤品,182.0,2025,6,2,5,1,0.0,1.0,0.0,607298.0
D27938,2025-04-02,S11955,西 区,四川省,自贡市,X034,39,182.0,7098.0,商品34,面霜,护肤品,182.0,2025,4,2,2,0,0.0,1.0,0.0,554752.0
D27447,2025-07-13,S17046,西 区,四川省,遂宁市,X048,413,61.0,25193.0,商品48,爽肤水,护肤品,61.0,2025,7,3,6,1,0.0,1.0,0.0,658836.0
D23131,2025-08-14,S14424,西 区,贵州省,铜仁市,X041,991,212.0,210092.0,商品41,洁面乳,护肤品,212.0,2025,8,3,3,0,0.0,1.0,0.0,944224.0
D21331,2025-08-31,S14422,北区,北京市,北京市,X030,508,237.0,120396.0,商品30,面霜,护肤品,237.0,2025,8,3,6,1,0.0,1.0,1.0,823130.0
D22605,2025-01-27,S15439,南区,福建省,三明市,X079,1746,128.0,223488.0,商品79,口红,彩妆,128.0,2025,1,1,0,0,0.0,1.0,2.0,1302074.0
